,ID,shortedPath,subgenres,Genre,TimesPlayed_Global,liked,artist,song,song_name,cover_link
110,111,/tracks/ELECTRONIC/Calvin_Harris/Calvin Harris feat. Rihanna - This Is What You Came For (Audio).mp3,2,ELECTRONIC,0,0,Calvin Harris,Calvin Harris feat. Rihanna - This Is What You Came For (Audio).mp3,This Is What You Came For,https://lastfm.freetls.fastly.net/i/u/300x300/f4bda5a899452047e6088e6ae80647f2.png
111,112,/tracks/ELECTRONIC/Calvin_Harris/Calvin Harris - Feel So Close (Audio).mp3,2,ELECTRONIC,0,0,Calvin Harris,Calvin Harris - Feel So Close (Audio).mp3,Feel So Close,https://lastfm.freetls.fastly.net/i/u/300x300/38a2d0c803cb46c1b99bc66babdb216f.png
112,113,/tracks/ELECTRONIC/Calvin_Harris/Calvin Harris - Summer (Audio).mp3,2,ELECTRONIC,0,0,Calvin Harris,Calvin Harris - Summer (Audio).mp3,Summer,https://lastfm.freetls.fastly.net/i/u/300x300/6d9ccbf7bd97937241301e216d550a58.png
113,114,/tracks/ELECTRONIC/Calvin_Harris/Calvin Harris - Blame (Audio) ft. John Newman.mp3,3,ELECTRONIC,0,0,Calvin Harris,Calvin Harris - Blame (Audio) ft. John Newman.mp3,Blame,https://lastfm.freetls.fastly.net/i/u/300x300/6d9ccbf7bd97937241301e216d550a58.png
114,115,/tracks/ELECTRONIC/Calvin_Harris/Calvin Harris - My Way.mp3,0,ELECTRONIC,0,0,Calvin Harris,Calvin Harris - My Way.mp3,My Way,https://lastfm.freetls.fastly.net/i/u/300x300/3becc2be31bb0bc3a6dedc321d5d7a7c.png
115,116,/tracks/ELECTRONIC/Kevin_Parker/Discodeine - Aydin ft. Kevin Parker (Tame Impala).mp3,2,ELECTRONIC,0,0,Kevin Parker,Discodeine - Aydin ft. Kevin Parker (Tame Impala).mp3,Aydin,https://lastfm.freetls.fastly.net/i/u/770x0/3663d9d7d7da4984a6901b120c4c5923.jpg
116,117,/tracks/ELECTRONIC/Kevin_Parker/Mark Ronson - Daffodils (Official Audio) ft. Kevin Parker.mp3,0,ELECTRONIC,0,0,Kevin Parker,Mark Ronson - Daffodils (Official Audio) ft. Kevin Parker.mp3,Daffodils,https://lastfm.freetls.fastly.net/i/u/770x0/1c89bbc9a21c46bdc601153364dd61d2.jpg
117,118,/tracks/ELECTRONIC/Kevin_Parker/Tame Impala - Currents Collectors Edition.mp3,0,ELECTRONIC,0,0,Kevin Parker,Tame Impala - Currents Collectors Edition.mp3,Currents,https://lastfm.freetls.fastly.net/i/u/770x0/dd45b0438a315aed98b5830aa2fc43c5.jpg
118,119,/tracks/ELECTRONIC/Tame_Impala/Tame Impala - The Less I Know The Better (Audio).mp3,2,ELECTRONIC,0,0,Tame Impala,Tame Impala - The Less I Know The Better (Audio).mp3,The Less I Know The Better,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.png
119,120,/tracks/ELECTRONIC/Tame_Impala/Tame Impala - Borderline (Official Audio).mp3,2,ELECTRONIC,0,0,Tame Impala,Tame Impala - Borderline (Official Audio).mp3,Borderline,https://lastfm.freetls.fastly.net/i/u/300x300/334154e709b81bb4cf21eb1524c943c3.png
120,121,/tracks/ELECTRONIC/Tame_Impala/Tame Impala - Let It Happen (Official Audio).mp3,1,ELECTRONIC,0,0,Tame Impala,Tame Impala - Let It Happen (Official Audio).mp3,Let It Happen,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.png
121,122,"/tracks/ELECTRONIC/Tame_Impala/ZHU, Tame Impala - My Life (Audio).mp3",3,ELECTRONIC,0,0,Tame Impala,"ZHU, Tame Impala - My Life (Audio).mp3",My Life,https://lastfm.freetls.fastly.net/i/u/770x0/7892b6b921c971f9461e97faa04cfab1.jpg
122,123,/tracks/ELECTRONIC/Tiesto/TieÌsto & KSHMR feat. Vassy - Secrets (Official Music Video).mp3,2,ELECTRONIC,0,0,Tiesto,TieÌsto & KSHMR feat. Vassy - Secrets (Official Music Video).mp3,Secrets,https://i.scdn.co/image/ab67616d0000b273de5f51296e162e8ec5d56899
123,124,/tracks/ELECTRONIC/Tiesto/TieÌsto - Adagio For Strings.mp3,0,ELECTRONIC,0,0,Tiesto,TieÌsto - Adagio For Strings.mp3,Adagio For Strings,https://lastfm.freetls.fastly.net/i/u/300x300/66f8e9123a074d3bad3a887f93dc27d0.png
124,125,/tracks/ELECTRONIC/Tiesto/TieÌsto - The Business (Official Audio).mp3,0,ELECTRONIC,0,0,Tiesto,TieÌsto - The Business (Official Audio).mp3,The Business,https://i.scdn.co/image/ab67616d0000b273f461bbc21a9bcec43a926973
125,126,/tracks/ELECTRONIC/Damon_Albarn/Damon Albarn - Heavy Seas Of Love (Official Video).mp3,4,ELECTRONIC,0,0,Damon Albarn,Damon Albarn - Heavy Seas Of Love (Official Video).mp3,Heavy Seas Of Love,https://lastfm.freetls.fastly.net/i/u/300x300/4e62de3d84f84ddfcd21a704ccb13b34.png
126,127,/tracks/ELECTRONIC/Damon_Albarn/Damon Albarn - Everyday Robots (Official Video).mp3,4,ELECTRONIC,0,0,Damon Albarn,Damon Albarn - Everyday Robots (Official Video).mp3,Everyday Robots,https://lastfm.freetls.fastly.net/i/u/300x300/4e62de3d84f84ddfcd21a704ccb13b34.png
127,128,/tracks/ELECTRONIC/Damon_Albarn/Damon Albarn - Lonely Press Play (Official Video).mp3,4,ELECTRONIC,0,0,Damon Albarn,Damon Albarn - Lonely Press Play (Official Video).mp3,Lonely Press Play,https://lastfm.freetls.fastly.net/i/u/300x300/4e62de3d84f84ddfcd21a704ccb13b34.png
128,129,"/tracks/ELECTRONIC/Kaytranada/KAYTRANADA, Eight9FLY - Vex Oh (Audio) ft. GoldLink, Ari PenSmith.mp3",1,ELECTRONIC,0,0,Kaytranada,"KAYTRANADA, Eight9FLY - Vex Oh (Audio) ft. GoldLink, Ari PenSmith.mp3",Vex Oh,https://i.scdn.co/image/ab67616d0000b2732b9aca3204e667980ce6a939
129,130,/tracks/ELECTRONIC/Kaytranada/KAYTRANADA - YOU'RE THE ONE (feat. SYD).mp3,0,ELECTRONIC,0,0,Kaytranada,KAYTRANADA - YOU'RE THE ONE (feat. SYD).mp3,YOU'RE THE ONE,https://lastfm.freetls.fastly.net/i/u/770x0/bd7b76156eb091bc81e505e742d30e91.jpg
130,131,/tracks/ELECTRONIC/Kaytranada/KAYTRANADA - 10% (Audio) ft. Kali Uchis.mp3,2,ELECTRONIC,0,0,Kaytranada,KAYTRANADA - 10% (Audio) ft. Kali Uchis.mp3,10%,https://i.scdn.co/image/ab67616d0000b2732b9aca3204e667980ce6a939
131,132,/tracks/ELECTRONIC/Fred_Again/Fred again.. & Baby Keem - leavemealone.mp3,1,ELECTRONIC,0,0,Fred Again,Fred again.. & Baby Keem - leavemealone.mp3,leavemealone,https://i.scdn.co/image/ab67616d0000b273fd4fd4ebe15ddab320bbe7c1
132,133,/tracks/ELECTRONIC/Fred_Again/Fred again.. x Swedish House Mafia - Turn On The Lights again.. (feat. Future) [Visualiser].mp3,3,ELECTRONIC,0,0,Fred Again,Fred again.. x Swedish House Mafia - Turn On The Lights again.. (feat. Future) [Visualiser].mp3,Turn On The Lights again..,https://i.scdn.co/image/ab67616d0000b273fd4fd4ebe15ddab320bbe7c1
133,134,/tracks/ELECTRONIC/Fred_Again/Fred again.. feat. The Blessed Madonna - Marea (Weâve Lost Dancing) (Official Audio).mp3,0,ELECTRONIC,0,0,Fred Again,Fred again.. feat. The Blessed Madonna - Marea (Weâve Lost Dancing) (Official Audio).mp3,Marea (weve lost dancing),https://i.scdn.co/image/ab67616d0000b2730f0e63e38a0ea92314ab9d7f
134,135,/tracks/ELECTRONIC/Fred_Again/Fred again.. - Danielle (smile on my face) (Lyrics).mp3,3,ELECTRONIC,0,0,Fred Again,Fred again.. - Danielle (smile on my face) (Lyrics).mp3,Danielle  (smile on my face),https://i.scdn.co/image/ab67616d0000b2737622b889949b07f15c6b57e2
135,136,/tracks/ELECTRONIC/Courtney_Barnett/Courtney Barnett - Avant Gardener.mp3,0,ELECTRONIC,0,0,Courtney Barnett,Courtney Barnett - Avant Gardener.mp3,Avant Gardener,https://lastfm.freetls.fastly.net/i/u/300x300/727a0bb5287f334bce2a05e6cef1e430.png
136,137,/tracks/ELECTRONIC/Courtney_Barnett/Depreston - Courtney Barnett.mp3,4,ELECTRONIC,0,0,Courtney Barnett,Depreston - Courtney Barnett.mp3,Depreston,https://lastfm.freetls.fastly.net/i/u/300x300/3d7b04cb4ee247c5c7cbc1fcce72b281.png
137,138,/tracks/ELECTRONIC/Courtney_Barnett/Pedestrian At Best - Courtney Barnett.mp3,2,ELECTRONIC,0,0,Courtney Barnett,Pedestrian At Best - Courtney Barnett.mp3,Pedestrian At Best,https://lastfm.freetls.fastly.net/i/u/300x300/3d7b04cb4ee247c5c7cbc1fcce72b281.png
138,139,/tracks/ELECTRONIC/Elderbrook/Elderbrook & Rudimental - Something About You [Official Audio].mp3,0,ELECTRONIC,0,0,Elderbrook,Elderbrook & Rudimental - Something About You [Official Audio].mp3,Something About You,https://i.scdn.co/image/ab67616d0000b273a800b6124fb03ce17466066e
139,140,/tracks/ELECTRONIC/Elderbrook/Elderbrook - Numb.mp3,4,ELECTRONIC,0,0,Elderbrook,Elderbrook - Numb.mp3,Numb,https://lastfm.freetls.fastly.net/i/u/300x300/08437d6a2b7cc0bc0381b497f7d936c1.png
140,141,/tracks/ELECTRONIC/Elderbrook/Elderbrook - Talking.mp3,4,ELECTRONIC,0,0,Elderbrook,Elderbrook - Talking.mp3,Talking,https://lastfm.freetls.fastly.net/i/u/300x300/ec83ff9e7c468d3836ecc74f6e2b8f16.png
141,142,/tracks/ELECTRONIC/Robin_Schulz/Robin Schulz - Sugar (feat. Francesco Yates) (Official Lyric Video).mp3,0,ELECTRONIC,0,0,Robin Schulz,Robin Schulz - Sugar (feat. Francesco Yates) (Official Lyric Video).mp3,Sugar,https://lastfm.freetls.fastly.net/i/u/300x300/f8330c36939445393fbd888ca0e4d8ec.png
142,143,/tracks/ELECTRONIC/Robin_Schulz/Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official).mp3,0,ELECTRONIC,0,0,Robin Schulz,Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official).mp3,Prayer In C,https://lastfm.freetls.fastly.net/i/u/770x0/83f0da9d81414fe4cf6150859cf6717f.jpg
143,144,/tracks/ELECTRONIC/Robin_Schulz/Mr. Probz - Waves (Robin Schulz Remix Radio Edit).mp3,4,ELECTRONIC,0,0,Robin Schulz,Mr. Probz - Waves (Robin Schulz Remix Radio Edit).mp3,Waves,https://lastfm.freetls.fastly.net/i/u/300x300/a1383457186b225ff45b67fd51a87e1e.png
144,145,/tracks/ELECTRONIC/ZHU/ZHU - Generationwhy (Audio).mp3,3,ELECTRONIC,0,0,ZHU,ZHU - Generationwhy (Audio).mp3,Generationwhy,https://lastfm.freetls.fastly.net/i/u/300x300/73f9b5eb140e9396e9e88ef82a126d92.png
145,146,/tracks/ELECTRONIC/ZHU/ZHU - Cocaine Model.mp3,4,ELECTRONIC,0,0,ZHU,ZHU - Cocaine Model.mp3,Cocaine Model,https://lastfm.freetls.fastly.net/i/u/300x300/e496a01e11584723c7ce2600b5efc132.png
146,147,/tracks/ELECTRONIC/ZHU/ZHU - Faded.mp3,0,ELECTRONIC,0,0,ZHU,ZHU - Faded.mp3,Faded,https://lastfm.freetls.fastly.net/i/u/300x300/9426c56c209050d24abbfc67f1f0b6a8.png
147,148,/tracks/ELECTRONIC/ZHU/ZHU - In The Morning.mp3,4,ELECTRONIC,0,0,ZHU,ZHU - In The Morning.mp3,In The Morning,https://lastfm.freetls.fastly.net/i/u/300x300/73f9b5eb140e9396e9e88ef82a126d92.png
148,149,/tracks/ELECTRONIC/ZHU/ZHU x Skrillex x THEY. - Working For It (Audio).mp3,0,ELECTRONIC,0,0,ZHU,ZHU x Skrillex x THEY. - Working For It (Audio).mp3,Working For It,https://i.scdn.co/image/ab67616d0000b273bfaac9fe82f18eeba0f028e3
149,150,/tracks/ELECTRONIC/ZHU/ZHU - Good Life (Audio).mp3,4,ELECTRONIC,0,0,ZHU,ZHU - Good Life (Audio).mp3,Good Life,https://lastfm.freetls.fastly.net/i/u/300x300/73f9b5eb140e9396e9e88ef82a126d92.png
150,151,/tracks/ELECTRONIC/Rufus_Du_Sol/RUÌFUÌS DU SOL ââ Innerbloom (Official Video).mp3,0,ELECTRONIC,0,0,Rufus Du Sol,RUÌFUÌS DU SOL ââ Innerbloom (Official Video).mp3,Innerbloom,https://i.scdn.co/image/ab67616d0000b27360e5059dcab339142d7642bb
151,152,/tracks/ELECTRONIC/Rufus_Du_Sol/RUÌFUÌS DU SOL - Sundream.mp3,0,ELECTRONIC,0,0,Rufus Du Sol,RUÌFUÌS DU SOL - Sundream.mp3,Sundream,https://i.scdn.co/image/ab67616d0000b273633ba5c369329837c17ec23c
152,153,/tracks/ELECTRONIC/Rufus_Du_Sol/RUÌFUÌS DU SOL - Until The Sun Needs To Rise.mp3,2,ELECTRONIC,0,0,Rufus Du Sol,RUÌFUÌS DU SOL - Until The Sun Needs To Rise.mp3,Until The Sun Needs To Rise,https://i.scdn.co/image/ab67616d0000b27360e5059dcab339142d7642bb
153,154,/tracks/ELECTRONIC/Rufus_Du_Sol/RUÌFUÌS DU SOL ââ You Were Right [Official Video].mp3,2,ELECTRONIC,0,0,Rufus Du Sol,RUÌFUÌS DU SOL ââ You Were Right [Official Video].mp3,You Were Right,https://i.scdn.co/image/ab67616d0000b27360e5059dcab339142d7642bb
154,155,/tracks/ELECTRONIC/Florence_Welch/Florence + The Machine - Spectrum (Say My Name) (Calvin Harris remix).mp3,2,ELECTRONIC,0,0,Florence + The Machine,Florence + The Machine - Spectrum (Say My Name) (Calvin Harris remix).mp3,Spectrum,https://lastfm.freetls.fastly.net/i/u/770x0/2901d7d722db4fe98481a2d1585c933a.jpg
155,156,/tracks/ELECTRONIC/Florence_Welch/Calvin Harris Feat. Florence Welch - Sweet Nothing (Long - Extended Version) - HQ.mp3,1,ELECTRONIC,0,0,Florence_Welch,Calvin Harris Feat. Florence Welch - Sweet Nothing (Long - Extended Version) - HQ.mp3,Sweet Nothing,https://lastfm.freetls.fastly.net/i/u/770x0/6f044e3c91c54d67ac09baf9a6a360c9.jpg
156,157,/tracks/ELECTRONIC/Florence_Welch/Florence + The Machine - Dog Days Are Over (2010 Version) (Official Music Video).mp3,4,ELECTRONIC,0,0,Florence + The Machine,Florence + The Machine - Dog Days Are Over (2010 Version) (Official Music Video).mp3,Dog Days Are Over,https://lastfm.freetls.fastly.net/i/u/770x0/46def4fa25d2821f092448be01e639ea.jpg
157,158,/tracks/ELECTRONIC/Anyma/Anyma & Chris Avantgarde - Eternity.mp3,3,ELECTRONIC,0,0,Anyma,Anyma & Chris Avantgarde - Eternity.mp3,Eternity,https://lastfm.freetls.fastly.net/i/u/300x300/cb5d2999fc2bfcf2a58906e42172e296.png
158,159,/tracks/ELECTRONIC/Anyma/Anyma & CamelPhat - The Sign.mp3,3,ELECTRONIC,0,0,Anyma,Anyma & CamelPhat - The Sign.mp3,The Sign,https://lastfm.freetls.fastly.net/i/u/300x300/e4d8c7df2a4c5c40cafeb43457bca679.png
159,160,/tracks/ELECTRONIC/Anyma/Anyma & Chris Avantgarde - Consciousness.mp3,4,ELECTRONIC,0,0,Anyma,Anyma & Chris Avantgarde - Consciousness.mp3,Consciousness,https://lastfm.freetls.fastly.net/i/u/300x300/c4888ab51a99da6453fd71b24e888196.png
160,161,/tracks/ELECTRONIC/Kid_Cudi/Kid Cudi - Day 'N' Nite.mp3,4,ELECTRONIC,0,0,Kid Cudi,Kid Cudi - Day 'N' Nite.mp3,Day 'N' Nite,https://lastfm.freetls.fastly.net/i/u/300x300/bd63780b8eb0116070bf93b81623c750.png
161,162,/tracks/ELECTRONIC/Kid_Cudi/Pursuit of Happiness (Steve Aoki Remix) - Kid Cudi AUDIO.mp3,0,ELECTRONIC,0,0,Kid Cudi,Pursuit of Happiness (Steve Aoki Remix) - Kid Cudi AUDIO.mp3,Pursuit of Happiness,https://lastfm.freetls.fastly.net/i/u/300x300/64a39067ef5a44d1a862f2471c4b486e.png
162,163,/tracks/ELECTRONIC/Kid_Cudi/David Guetta Feat. Kid Cudi - Memories (Official Video).mp3,2,ELECTRONIC,0,0,David Guetta,David Guetta Feat. Kid Cudi - Memories (Official Video).mp3,Memories,https://lastfm.freetls.fastly.net/i/u/770x0/9355f63598f44e338787656135067114.jpg
163,164,/tracks/ELECTRONIC/Kevin_De_Vries/Kevin de Vries - Dance With Me.mp3,0,ELECTRONIC,0,0,Kevin De Vries,Kevin de Vries - Dance With Me.mp3,Dance With Me,https://lastfm.freetls.fastly.net/i/u/300x300/effb1c7ca66366acdb1823c1fdbf0983.png
164,165,/tracks/ELECTRONIC/Kevin_De_Vries/Kevin de Vries & Mau P - Metro (Extended Mix).mp3,2,ELECTRONIC,0,0,Kevin De Vries,Kevin de Vries & Mau P - Metro (Extended Mix).mp3,Metro,https://lastfm.freetls.fastly.net/i/u/300x300/62acc2d5ee470b1498e36fb955be5abb.png
165,166,/tracks/ELECTRONIC/Kevin_De_Vries/Kevin de Vries - Dragon Of Eden  ( MNC ).mp3,4,ELECTRONIC,0,0,Kevin De Vries,Kevin de Vries - Dragon Of Eden  ( MNC ).mp3,Dragon Of Eden,https://i.scdn.co/image/ab67616d0000b2737d96f7c2fac657188ad528c1
166,167,/tracks/POP/Demi_Lovato/Cool for the Summer (Official Video) - Demi Lovato.mp3,1,POP,0,0,Demi Lovato,Cool for the Summer (Official Video) - Demi Lovato.mp3,Cool for the Summer,https://lastfm.freetls.fastly.net/i/u/300x300/a33989a32c9f9276c11dbeb27b1486b3.png
167,168,/tracks/POP/Demi_Lovato/Solo - Clean Bandit.mp3,2,POP,0,0,Demi Lovato,Solo - Clean Bandit.mp3,Solo,https://lastfm.freetls.fastly.net/i/u/300x300/f5b438cf9134bfd11956cc129523feb4.png
168,169,/tracks/POP/Demi_Lovato/Confident Official Video - Demi Lovato.mp3,0,POP,0,0,Demi Lovato,Confident Official Video - Demi Lovato.mp3,Confident,https://lastfm.freetls.fastly.net/i/u/300x300/a33989a32c9f9276c11dbeb27b1486b3.png
169,170,/tracks/POP/Demi_Lovato/Heart Attack Official Video - Demi Lovato.mp3,2,POP,0,0,Demi Lovato,Heart Attack Official Video - Demi Lovato.mp3,Heart Attack,https://lastfm.freetls.fastly.net/i/u/300x300/63bfa35e65521a818de70c491bc77855.png
170,171,/tracks/POP/Katy_Perry/Katy Perry - Last Friday Night (T.G.I.F) (Lyrics) - 7clouds Rock.mp3,2,POP,0,0,Katy Perry,Katy Perry - Last Friday Night (T.G.I.F) (Lyrics) - 7clouds Rock.mp3,Last Friday Night,https://lastfm.freetls.fastly.net/i/u/300x300/03b71b7b2d13afc36a864228fe0a2620.png
171,172,/tracks/POP/Katy_Perry/Swish Swish - Katy Perry.mp3,2,POP,0,0,Katy Perry,Swish Swish - Katy Perry.mp3,Swish Swish,https://lastfm.freetls.fastly.net/i/u/300x300/2d5492b077500a23e77d472375717b03.png
172,173,/tracks/POP/Katy_Perry/California Gurls (Official Music Video) - Katy Perry.mp3,2,POP,0,0,Katy Perry,California Gurls (Official Music Video) - Katy Perry.mp3,California Gurls,https://lastfm.freetls.fastly.net/i/u/300x300/9a9141d83ebd9056e7a212b3bb493ac3.png
173,174,/tracks/POP/Katy_Perry/Firework (Official Music Video) - Katy Perry.mp3,2,POP,0,0,Katy Perry,Firework (Official Music Video) - Katy Perry.mp3,Firework,https://lastfm.freetls.fastly.net/i/u/300x300/9a9141d83ebd9056e7a212b3bb493ac3.png
174,175,/tracks/POP/Katy_Perry/Katy Perry - Dark Horse ft. Juicy J - KatyPerryVEVO.mp3,1,POP,0,0,Katy Perry,Katy Perry - Dark Horse ft. Juicy J - KatyPerryVEVO.mp3,Dark Horse,https://lastfm.freetls.fastly.net/i/u/300x300/84f0e558b9684d536529e3aebdc0965c.png
175,176,/tracks/POP/Katy_Perry/KATY PERRY - Hot N Cold _ Traducida al EspanÌol - loveyourself.mp3,2,POP,0,0,Katy Perry,KATY PERRY - Hot N Cold _ Traducida al EspanÌol - loveyourself.mp3,Hot N Cold,https://lastfm.freetls.fastly.net/i/u/300x300/4ef26b71f7e3c59479f675a85e17cecf.png
176,177,/tracks/POP/Jim_James/Jim James - State Of The Art (A.E.I.O.U.).mp3,4,POP,0,0,Jim James,Jim James - State Of The Art (A.E.I.O.U.).mp3,State Of The Art,https://i.scdn.co/image/ab67616d0000b273285314f0017b652a7eec7e67
177,178,/tracks/POP/Jim_James/Jim James - Here In Spirit.mp3,0,POP,0,0,Jim James,Jim James - Here In Spirit.mp3,Here In Spirit,https://lastfm.freetls.fastly.net/i/u/300x300/a9e617f9abc7a8e5344fbfca2bea4b6f.png
178,179,/tracks/POP/Jim_James/Jim James - A New Life.mp3,1,POP,0,0,Jim James,Jim James - A New Life.mp3,A New Life,https://lastfm.freetls.fastly.net/i/u/300x300/3ad55e85fba243e58871bf08ac2dbdcf.png
179,180,/tracks/POP/Justin_Bieber/Justin Bieber - Company.mp3,0,POP,0,0,Justin Bieber,Justin Bieber - Company.mp3,Company,https://lastfm.freetls.fastly.net/i/u/300x300/c6c4b277510d7df6bf959d0b8d77fcf1.png
180,181,/tracks/POP/Justin_Bieber/Justin Bieber - As Long As You Love Me ft. Big Sean (Official Audio).mp3,0,POP,0,0,Justin Bieber,Justin Bieber - As Long As You Love Me ft. Big Sean (Official Audio).mp3,As Long As You Love Me,https://lastfm.freetls.fastly.net/i/u/300x300/ca337a40bbb78937bf330454761ee592.png
181,182,/tracks/POP/Justin_Bieber/Justin Bieber - Somebody To Love Remix ft. Usher (Official Music Video).mp3,1,POP,0,0,Justin Bieber,Justin Bieber - Somebody To Love Remix ft. Usher (Official Music Video).mp3,Somebody To Love Remix,https://lastfm.freetls.fastly.net/i/u/300x300/d40a042694a743eb884325b110cc5440.png
182,183,/tracks/POP/Justin_Bieber/Justin Bieber - Sorry (Lyric Video).mp3,2,POP,0,0,Justin Bieber,Justin Bieber - Sorry (Lyric Video).mp3,Sorry,https://lastfm.freetls.fastly.net/i/u/300x300/7df22bccd9bf27b19f87830317347ef8.png
183,184,/tracks/POP/Justin_Bieber/Justin Bieber - Beauty And A Beat ft. Nicki Minaj (Official Audio).mp3,2,POP,0,0,Justin Bieber,Justin Bieber - Beauty And A Beat ft. Nicki Minaj (Official Audio).mp3,Beauty And A Beat,https://lastfm.freetls.fastly.net/i/u/300x300/ca337a40bbb78937bf330454761ee592.png
184,185,/tracks/POP/Justin_Bieber/Skrillex and Diplo - _Where Are UÌ Now_ with Justin Bieber (Official Video).mp3,1,POP,0,0,Justin Bieber,Skrillex and Diplo - _Where Are UÌ Now_ with Justin Bieber (Official Video).mp3,Where Are U Now,https://lastfm.freetls.fastly.net/i/u/770x0/3ed339a95abe22951edfdf43082c50c1.jpg
185,186,/tracks/POP/Justin_Bieber/DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video].mp3,0,POP,0,0,Justin Bieber,DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video].mp3,Let Me Love You,https://lastfm.freetls.fastly.net/i/u/300x300/c9c3aaf3b444ae60acd332004458c2bb.png
186,187,/tracks/POP/Justin_Bieber/Major Lazer - Cold Water (feat. Justin Bieber & MÃ) (Official Lyric Video).mp3,2,POP,0,0,Justin Bieber,Major Lazer - Cold Water (feat. Justin Bieber & MÃ) (Official Lyric Video).mp3,Cold Water,https://lastfm.freetls.fastly.net/i/u/300x300/99b8640fae28d863b07fccfc1323dfe1.png
187,188,/tracks/POP/Coldplay/Coldplay - Hymn For The Weekend (Official Video).mp3,1,POP,0,0,Coldplay,Coldplay - Hymn For The Weekend (Official Video).mp3,Hymn For The Weekend,https://lastfm.freetls.fastly.net/i/u/300x300/91777f251715e25d7ca9922da16c7c07.png
188,189,/tracks/POP/Coldplay/Coldplay - A Sky Full Of Stars (Official Video).mp3,0,POP,0,0,Coldplay,Coldplay - A Sky Full Of Stars (Official Video).mp3,A Sky Full Of Stars,https://lastfm.freetls.fastly.net/i/u/300x300/b7be747d414943fdc3f4de682eac3c7c.png
189,190,/tracks/POP/Coldplay/Clocks.mp3,1,POP,0,0,Coldplay,Clocks.mp3,Clocks,https://lastfm.freetls.fastly.net/i/u/300x300/3d3d6d2b41544f42b8f750b6abdbd180.png
190,191,/tracks/POP/Dave_Matthews/Dave Matthews Band - Crash Into Me (Official Video).mp3,1,POP,0,0,Dave Matthews,Dave Matthews Band - Crash Into Me (Official Video).mp3,Crash Into Me,https://i.scdn.co/image/ab67616d0000b2738b661bd40fbd8c6fbb26e3df
191,192,/tracks/POP/Dave_Matthews/Dave Matthews Band - You & Me (Official Video).mp3,1,POP,0,0,Dave Matthews,Dave Matthews Band - You & Me (Official Video).mp3,You & Me,https://i.scdn.co/image/ab67616d0000b27393b1207d9f988410881d7c4d
192,193,/tracks/POP/Dave_Matthews/Dave Matthews Band - Crush (Official HD Video).mp3,1,POP,0,0,Dave Matthews,Dave Matthews Band - Crush (Official HD Video).mp3,Crush,https://i.scdn.co/image/ab67616d0000b2732d8c8757a57dc7b7c3bcdb87
193,194,/tracks/POP/Lady_Gaga/Lady Gaga - Judas (Audio) - GagaTube GagaTube.mp3,2,POP,0,0,Lady Gaga,Lady Gaga - Judas (Audio) - GagaTube GagaTube.mp3,Judas,https://lastfm.freetls.fastly.net/i/u/300x300/f403f8f345f08b8aaba47a1be32b1c11.png
194,195,/tracks/POP/Lady_Gaga/Lady Gaga - Poker Face (Official Music Video).mp3,2,POP,0,0,Lady Gaga,Lady Gaga - Poker Face (Official Music Video).mp3,Poker Face,https://lastfm.freetls.fastly.net/i/u/300x300/c06e41283b07de8a48bcc2df3ffb8d83.png
195,196,/tracks/POP/Lady_Gaga/Lady Gaga - Telephone ft. BeyonceÌ (Audio) - GagaTube GagaTube.mp3,2,POP,0,0,Lady Gaga,Lady Gaga - Telephone ft. BeyonceÌ (Audio) - GagaTube GagaTube.mp3,Telephone,https://lastfm.freetls.fastly.net/i/u/300x300/6e99d7f6aabe610e95fb85358bd1a7d5.png
196,197,/tracks/POP/Lady_Gaga/Lady Gaga - Alejandro - musiclover11.mp3,2,POP,0,0,Lady Gaga,Lady Gaga - Alejandro - musiclover11.mp3,Alejandro,https://lastfm.freetls.fastly.net/i/u/300x300/6e99d7f6aabe610e95fb85358bd1a7d5.png
197,198,/tracks/POP/Lady_Gaga/Lady Gaga - You And I (Audio) - GagaTube GagaTube.mp3,2,POP,0,0,Lady Gaga,Lady Gaga - You And I (Audio) - GagaTube GagaTube.mp3,You And I,https://lastfm.freetls.fastly.net/i/u/300x300/f403f8f345f08b8aaba47a1be32b1c11.png
198,199,/tracks/POP/Lady_Gaga/Lady Gaga - Bad Romance (Official Music Video).mp3,2,POP,0,0,Lady Gaga,Lady Gaga - Bad Romance (Official Music Video).mp3,Bad Romance,https://lastfm.freetls.fastly.net/i/u/300x300/6e99d7f6aabe610e95fb85358bd1a7d5.png
199,200,/tracks/POP/Lady_Gaga/Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis.mp3,2,POP,0,0,Lady Gaga,Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis.mp3,Just Dance,https://lastfm.freetls.fastly.net/i/u/300x300/c06e41283b07de8a48bcc2df3ffb8d83.png
